id,programme,stress,sleep_hours,exam_score
3730,Business,2.73,7.90,79.1
3731,Business,0.39,7.00,85.8
3732,Psychology,1.03,8.01,100.0
3733,Business,17.79,7.54,61.3
3734,Psychology,9.22,4.66,83.6
3735,Psychology,2.82,7.15,71.5
3736,Psychology,2.68,7.85,82.5
3737,Psychology,2.00,7.89,71.8
3738,Psychology,4.56,8.05,59.1
3739,Business,30.42,7.22,74.0
3740,Business,14.47,7.85,68.2
3741,Business,24.76,6.96,60.9
3742,Psychology,14.24,6.60,56.6
3743,Psychology,13.98,5.91,83.4
3744,Psychology,11.08,8.13,64.6
3745,Psychology,4.99,6.82,64.2
3746,Business,40.00,6.66,74.3
3747,Business,3.95,7.53,58.4
3748,Psychology,9.43,6.92,88.5
3749,Psychology,0.10,7.79,95.1
3750,Business,40.00,5.40,75.8
3751,Psychology,19.92,5.01,69.3
3752,Business,22.67,5.90,68.0
3753,Business,1.07,6.57,72.1
3754,Psychology,14.36,7.83,65.8
3755,Psychology,26.92,6.63,62.1
3756,Psychology,10.46,8.09,70.7
3757,Business,0.86,7.02,79.7
3758,Psychology,4.67,8.20,85.9
3759,Business,5.73,8.28,82.1
3760,Business,37.02,5.68,72.0
3761,Business,4.70,6.61,57.9
3762,Business,17.42,5.84,77.0
3763,Psychology,0.23,6.28,68.7
3764,Business,13.99,6.73,77.8
3765,Business,4.52,7.99,79.3
3766,Psychology,19.45,8.31,71.4
3767,Psychology,8.75,6.73,87.3
3768,Business,40.00,6.29,49.9
3769,Psychology,22.11,6.43,72.9
3770,Psychology,0.81,7.24,72.4
3771,Psychology,7.96,5.63,72.5
3772,Business,26.96,6.75,60.5
3773,Psychology,6.43,8.08,75.1
3774,Business,9.40,6.19,74.5
3775,Business,0.72,6.25,78.0
3776,Psychology,8.98,8.00,80.0
3777,Business,40.00,5.68,59.2
3778,Psychology,5.16,6.85,81.7
3779,Psychology,2.62,6.70,63.4
3780,Business,2.78,5.24,99.8
3781,Psychology,18.77,7.13,80.9
3782,Business,17.97,6.80,54.3
3783,Business,23.56,5.76,47.2
3784,Business,0.69,7.66,93.3
3785,Psychology,5.48,5.83,74.6
3786,Psychology,24.32,5.52,43.7
3787,Business,5.45,6.97,78.3
3788,Business,1.01,9.19,83.3
3789,Psychology,22.17,7.26,76.7
3790,Psychology,12.80,6.95,68.1
3791,Business,2.16,7.62,87.4
3792,Business,0.81,8.01,87.2
3793,Psychology,9.76,6.94,63.9
3794,Psychology,4.77,6.79,70.5
3795,Psychology,16.76,7.81,71.6
3796,Business,1.61,8.24,76.6
3797,Psychology,4.91,7.52,88.4
3798,Business,0.51,6.73,57.6
3799,Business,16.18,6.02,77.0
3800,Psychology,15.63,8.78,67.0
3801,Psychology,2.52,6.43,74.7
3802,Psychology,35.68,4.20,68.9
3803,Business,0.05,9.17,97.0
3804,Psychology,5.26,5.18,65.4
3805,Psychology,9.76,5.48,71.9
3806,Business,22.43,6.08,59.5
3807,Business,14.92,6.93,74.1
3808,Business,6.08,7.11,96.7
3809,Psychology,1.59,6.91,73.1
3810,Psychology,20.33,7.31,48.3
3811,Business,5.10,8.31,70.9
3812,Psychology,5.73,6.22,80.6
3813,Psychology,13.03,7.06,76.2
3814,Psychology,37.79,5.07,43.5
3815,Business,2.56,7.27,81.8
3816,Psychology,16.15,7.68,72.8
3817,Business,1.77,7.59,86.0
3818,Business,3.29,7.99,69.0
3819,Psychology,8.81,7.46,70.5
3820,Business,5.28,9.11,73.7
3821,Business,17.04,7.01,86.1
3822,Business,8.84,4.82,93.8
3823,Psychology,8.83,7.52,68.8
3824,Psychology,12.89,6.81,64.6
3825,Psychology,3.90,6.98,76.6
3826,Business,0.58,6.33,82.0
3827,Business,7.58,5.84,90.3
3828,Business,1.79,7.44,71.4
3829,Psychology,21.90,6.40,72.3
3830,Business,2.27,5.84,73.5
3831,Business,1.25,7.30,64.8
3832,Psychology,7.81,6.70,73.8
3833,Business,12.70,6.68,73.3
3834,Psychology,22.87,7.53,81.0
3835,Business,1.23,6.57,78.0
3836,Business,8.88,6.59,78.8
3837,Business,3.54,6.02,86.2
3838,Psychology,3.38,8.18,84.4
3839,Business,29.12,6.98,65.0
3840,Psychology,25.06,6.73,46.8
3841,Business,7.37,7.80,65.5
3842,Psychology,14.66,6.65,75.9
3843,Psychology,7.01,9.06,82.1
3844,Business,33.41,5.86,60.5
3845,Business,39.95,7.44,74.6
3846,Business,2.98,6.89,70.9
3847,Psychology,4.07,4.87,74.1
3848,Business,5.47,7.02,55.8
3849,Business,13.27,5.72,85.7
3850,Psychology,23.76,3.90,66.8
3851,Psychology,27.51,7.03,80.9
3852,Business,38.47,5.48,62.3
3853,Business,3.41,8.89,85.5
3854,Business,1.63,7.14,73.3
3855,Psychology,0.19,7.56,82.7
3856,Psychology,3.47,6.47,58.1
3857,Business,4.52,6.99,75.5
3858,Psychology,3.85,6.84,80.0
3859,Psychology,1.96,7.27,68.3
3860,Psychology,5.49,6.50,90.1
3861,Business,21.15,7.07,53.4
3862,Psychology,20.50,4.91,85.6
3863,Psychology,7.01,6.91,85.1
3864,Psychology,2.79,6.77,85.9
3865,Business,10.71,4.71,71.1
3866,Psychology,10.68,6.12,54.7
3867,Psychology,9.90,5.24,67.8
3868,Business,21.68,5.52,77.4
3869,Business,21.58,5.84,65.4
3870,Psychology,16.00,6.04,85.1
3871,Business,1.90,7.80,77.1
3872,Business,3.22,7.35,60.3
3873,Psychology,40.00,7.53,59.4
3874,Business,19.45,5.95,59.0
3875,Psychology,29.34,3.95,69.4
3876,Business,1.99,8.90,82.4
3877,Business,5.68,8.34,89.0
3878,Business,2.25,6.72,84.4
3879,Psychology,8.08,6.16,69.9
3880,Business,3.20,7.06,92.8
3881,Business,3.18,6.13,74.2
3882,Business,13.18,6.97,67.5
3883,Psychology,2.84,6.79,94.1
3884,Psychology,7.17,7.13,66.4
3885,Psychology,0.36,6.09,87.1
3886,Business,6.09,7.34,81.5
3887,Psychology,16.98,5.82,79.1
3888,Business,9.84,6.66,80.4
3889,Business,9.30,7.90,65.6
3890,Business,3.02,6.40,82.0
3891,Psychology,7.55,6.48,46.7
3892,Psychology,11.91,7.11,87.4
3893,Business,10.73,6.79,80.1
3894,Psychology,7.29,6.97,74.9
3895,Psychology,2.68,6.13,88.0
3896,Business,6.80,8.30,79.7
3897,Business,1.00,6.35,59.5
3898,Psychology,0.39,5.91,96.8
3899,Business,10.98,5.23,48.0
3900,Psychology,18.08,7.80,81.4
3901,Psychology,14.08,6.24,74.9
3902,Business,1.99,9.02,84.7
3903,Psychology,1.62,7.11,83.5
3904,Business,6.47,8.66,76.1
3905,Business,0.22,9.00,75.3
3906,Psychology,40.00,5.26,35.8
3907,Psychology,14.50,7.18,80.4
3908,Psychology,22.45,5.57,46.1
3909,Psychology,1.63,5.69,71.6
3910,Psychology,19.84,8.25,83.6
3911,Business,16.04,4.59,62.8
3912,Business,9.47,6.32,74.0
3913,Psychology,0.84,8.14,76.2
3914,Business,1.51,6.09,79.9
3915,Business,2.28,7.58,67.0
3916,Psychology,19.06,6.74,79.9
3917,Business,1.27,4.63,78.5
3918,Business,8.41,6.03,61.2
3919,Business,0.06,8.60,84.7
3920,Business,11.23,7.99,67.7
3921,Business,11.99,7.55,61.4
3922,Psychology,4.33,7.42,79.6
3923,Business,5.47,9.19,89.2
3924,Business,2.14,7.13,46.0
3925,Business,10.71,5.52,80.5
3926,Psychology,2.94,7.35,73.7
3927,Business,21.04,7.53,68.0
3928,Business,0.77,7.31,71.8
3929,Business,1.61,7.33,95.3
3930,Business,30.19,8.24,71.0
3931,Business,7.53,8.53,77.4
3932,Psychology,31.04,5.81,67.7
3933,Psychology,0.92,8.96,99.0
3934,Business,3.86,8.11,84.9
3935,Psychology,8.02,7.18,72.6
3936,Business,3.18,5.26,88.9
3937,Psychology,17.53,6.47,56.9
3938,Psychology,31.71,7.14,78.1
3939,Business,6.74,7.12,77.2
3940,Business,17.96,6.63,83.8
3941,Psychology,30.02,6.09,52.1
3942,Business,2.97,5.51,74.0
3943,Business,0.83,5.91,82.0
3944,Psychology,9.39,6.65,80.2
3945,Business,2.11,7.67,72.8
3946,Business,1.63,7.56,75.8
3947,Business,6.09,7.70,71.8
3948,Business,2.78,6.73,56.1
3949,Psychology,4.71,8.17,91.3
3950,Business,0.26,6.05,89.8
3951,Business,2.62,6.21,75.3
3952,Business,3.24,8.86,78.9
3953,Business,13.18,5.97,84.9
3954,Psychology,2.29,5.32,78.5
3955,Business,40.00,5.88,59.1
3956,Psychology,16.85,7.18,68.4
3957,Business,5.59,5.45,67.2
3958,Business,8.75,5.75,74.7
3959,Business,9.25,6.71,78.1
3960,Business,3.62,7.59,100.0
3961,Business,0.26,6.46,59.0
3962,Psychology,26.09,6.41,51.0
3963,Business,5.97,9.22,85.5
3964,Business,18.87,6.07,61.2
3965,Psychology,0.80,7.10,91.3
3966,Psychology,19.72,7.06,80.7
3967,Business,32.41,5.80,67.7
3968,Business,0.10,8.78,79.5
3969,Psychology,8.32,8.62,84.9
3970,Psychology,22.91,6.43,78.8
3971,Psychology,4.57,5.61,61.1
3972,Business,0.52,7.91,76.4
3973,Psychology,18.81,7.84,87.1
3974,Business,29.90,5.54,57.9
3975,Psychology,9.45,6.66,71.0
3976,Psychology,0.98,7.01,80.6
3977,Psychology,40.00,6.46,63.9
3978,Psychology,40.00,6.97,51.9
3979,Psychology,0.05,4.60,65.2
3980,Psychology,31.51,5.95,73.2
3981,Business,37.18,4.92,58.7
3982,Business,16.72,6.80,59.6
3983,Business,11.68,6.13,75.7
3984,Business,3.67,7.87,86.0
3985,Psychology,6.36,7.21,71.0
3986,Business,0.40,8.34,85.9
3987,Business,7.26,5.11,68.0
3988,Psychology,7.89,8.29,78.9
3989,Business,5.64,7.11,81.5
3990,Business,1.25,7.91,77.1
3991,Psychology,40.00,5.34,51.6
3992,Psychology,1.62,7.03,73.2
3993,Psychology,15.97,5.40,68.7
3994,Business,3.95,8.31,91.7
3995,Business,40.00,4.70,57.9
3996,Psychology,10.03,8.26,81.5
3997,Business,4.13,8.95,76.2
3998,Business,22.91,7.50,67.1
3999,Psychology,16.66,5.08,69.0
4000,Business,29.12,6.44,57.6
4001,Psychology,5.07,6.70,46.4
4002,Psychology,7.86,6.83,75.9
4003,Psychology,2.83,8.53,56.1
4004,Psychology,29.03,6.40,62.9
4005,Psychology,23.93,6.59,82.2
4006,Psychology,0.03,9.23,80.6
4007,Psychology,10.89,6.22,86.3
4008,Business,8.26,7.61,91.2
4009,Business,34.34,6.19,55.4
4010,Psychology,3.52,6.86,60.9
4011,Business,7.56,5.83,89.8
4012,Business,1.65,7.83,95.2
4013,Psychology,6.44,7.14,100.0
4014,Business,15.45,6.53,72.2
4015,Psychology,5.27,7.41,82.6
4016,Psychology,22.26,8.16,78.9
4017,Psychology,0.20,8.92,85.9
4018,Business,11.04,5.67,85.2
4019,Psychology,18.45,7.02,67.3
4020,Psychology,0.60,7.04,74.0
4021,Business,3.66,5.13,80.6
4022,Business,3.15,8.71,72.1
4023,Business,0.65,7.49,87.9
4024,Business,11.34,6.90,60.8
4025,Business,10.91,7.29,71.8
4026,Psychology,1.54,7.70,74.4
4027,Psychology,23.15,6.53,53.0
4028,Business,40.00,6.71,74.5
4029,Business,1.93,6.59,74.1
4030,Psychology,9.79,8.28,79.0
4031,Business,0.49,6.02,77.4
4032,Psychology,4.88,7.62,72.8
4033,Psychology,13.39,6.72,84.3
4034,Psychology,1.78,6.65,82.0
4035,Psychology,4.58,5.17,61.6
4036,Psychology,3.47,6.61,77.1
4037,Business,12.95,6.13,68.9
4038,Psychology,17.93,7.87,74.5
4039,Business,1.99,4.93,60.3
4040,Business,3.88,6.29,83.5
4041,Psychology,40.00,7.29,76.1
4042,Psychology,0.16,6.92,65.6
4043,Business,16.33,7.58,89.0
4044,Psychology,1.69,5.67,91.9
4045,Psychology,27.12,5.05,61.8
4046,Business,28.50,6.06,82.5
4047,Business,4.92,7.44,82.7
4048,Business,23.00,8.07,81.0
4049,Business,8.47,6.77,79.0
4050,Psychology,15.42,6.11,74.1
4051,Business,12.04,6.46,85.2
4052,Psychology,0.68,7.41,92.5
4053,Business,2.71,8.07,88.9
4054,Business,34.03,4.16,69.5
4055,Psychology,7.47,7.70,84.6
4056,Psychology,9.52,7.65,80.8
4057,Psychology,12.89,5.97,76.3
4058,Business,8.64,6.26,75.7
4059,Psychology,10.92,6.78,62.9
4060,Psychology,10.92,8.45,80.2
4061,Psychology,10.16,5.16,78.4
4062,Business,17.81,6.49,71.3
4063,Business,2.50,5.83,81.3
4064,Business,1.49,5.42,75.0
4065,Business,1.10,7.94,74.0
4066,Psychology,39.93,3.49,38.0
4067,Business,4.51,4.76,74.2
4068,Business,3.68,7.00,88.9
4069,Psychology,14.74,6.66,70.3
4070,Psychology,2.59,6.66,78.1
4071,Business,3.82,8.67,61.0
4072,Business,5.72,8.18,69.6
4073,Psychology,15.07,7.51,68.7
4074,Psychology,18.03,5.94,53.2
4075,Psychology,1.26,8.19,100.0
4076,Business,5.08,6.32,62.9
4077,Psychology,16.92,4.35,68.4
4078,Business,2.84,5.74,91.4
4079,Business,26.43,7.49,87.8
4080,Business,1.09,6.75,99.3
4081,Psychology,36.04,6.34,50.6
4082,Psychology,21.88,6.09,67.9
4083,Psychology,21.66,5.74,67.0
4084,Business,10.44,5.66,71.1
4085,Business,19.45,4.41,56.9
4086,Business,6.34,6.48,77.2
4087,Psychology,40.00,7.23,49.8
4088,Business,2.11,8.37,96.2
4089,Psychology,4.35,6.40,77.5
4090,Business,4.35,6.44,59.3
4091,Business,5.56,5.70,65.3
4092,Psychology,1.70,8.86,86.8
4093,Psychology,12.75,3.92,71.4
4094,Business,7.95,6.20,75.8
4095,Psychology,5.69,7.36,80.8
4096,Psychology,1.31,6.37,68.6
4097,Business,9.17,6.61,88.6
4098,Psychology,16.02,6.56,64.0
4099,Business,6.91,7.29,87.6
4100,Psychology,7.53,7.40,78.1
4101,Psychology,11.02,7.20,69.8
4102,Psychology,4.19,7.92,72.8
4103,Business,2.07,9.01,84.8
4104,Business,39.04,9.70,82.9
4105,Psychology,29.45,5.14,47.7
4106,Business,16.08,5.55,60.5
4107,Business,2.01,7.75,60.3
4108,Psychology,0.36,7.88,95.4
4109,Business,13.64,8.37,58.8
4110,Psychology,4.89,7.99,84.2
4111,Psychology,11.42,7.91,72.1
4112,Business,5.14,7.02,80.1
4113,Business,7.07,5.77,74.4
4114,Psychology,4.26,7.33,83.8
4115,Psychology,2.13,6.55,98.0
4116,Business,1.26,6.17,84.3
4117,Psychology,10.27,6.84,66.6
4118,Psychology,3.01,5.21,61.3
4119,Psychology,2.26,7.19,93.5
4120,Business,34.80,6.05,49.8
4121,Business,5.30,8.52,84.5
4122,Business,13.28,4.98,82.6
4123,Business,9.37,7.64,67.1
4124,Business,29.72,6.67,63.5
4125,Psychology,27.59,7.37,82.8
4126,Business,8.10,7.47,84.1
4127,Business,5.34,7.27,75.2
4128,Business,11.03,8.24,76.3
4129,Business,4.53,8.97,93.3
4130,Psychology,2.15,4.76,77.4
4131,Psychology,23.32,4.94,72.3
4132,Psychology,0.67,6.55,77.7
4133,Psychology,11.84,7.47,76.8
4134,Business,23.74,6.42,59.9
4135,Psychology,3.82,6.36,61.6
4136,Psychology,4.08,7.44,64.6
4137,Psychology,40.00,5.03,68.9
4138,Business,0.44,5.45,77.6
4139,Business,26.05,7.44,82.8
4140,Psychology,0.48,5.92,73.7
4141,Psychology,18.12,4.86,58.5
4142,Psychology,10.08,8.01,87.2
4143,Business,2.79,6.74,80.5
4144,Psychology,19.19,7.18,48.2
4145,Psychology,5.05,8.69,70.7
4146,Psychology,40.00,6.26,50.5
4147,Business,2.47,9.32,79.8
4148,Psychology,0.89,5.96,88.5
4149,Business,5.42,6.67,90.6
4150,Psychology,8.01,9.20,80.7
4151,Psychology,7.07,7.37,88.7
4152,Psychology,15.73,7.68,71.6
4153,Psychology,0.46,5.91,79.4
4154,Psychology,4.10,6.84,80.4
4155,Business,11.70,6.16,71.1
4156,Business,1.68,7.74,83.3
4157,Business,16.44,6.49,68.0
4158,Psychology,40.00,5.31,79.6
4159,Business,24.77,4.11,48.9
4160,Business,4.94,6.01,72.3
4161,Psychology,8.69,4.90,57.2
4162,Business,8.06,6.89,77.6
4163,Business,1.68,8.57,78.7
4164,Business,3.41,9.13,79.5
4165,Business,2.95,6.95,61.2
4166,Psychology,9.00,6.80,66.3
4167,Business,12.93,7.35,74.7
4168,Psychology,18.26,5.77,45.7
4169,Psychology,29.54,6.99,83.0
4170,Psychology,26.48,6.65,56.9
4171,Psychology,10.58,7.09,65.4
4172,Psychology,1.65,6.59,81.8
4173,Business,4.17,7.36,73.0
4174,Psychology,1.47,7.63,92.8
4175,Psychology,8.44,5.87,82.1
4176,Psychology,9.02,7.47,74.9
4177,Psychology,3.19,6.52,87.8
4178,Business,10.90,7.15,82.6
4179,Business,2.59,6.11,75.9
4180,Psychology,3.55,7.49,88.7
4181,Business,11.57,6.23,60.8
4182,Business,2.42,8.03,82.7
4183,Psychology,9.74,8.05,71.8
4184,Business,7.22,8.83,78.6
4185,Business,15.76,7.54,59.5
4186,Business,8.39,5.60,67.3
4187,Business,27.83,7.60,59.4
4188,Business,1.98,8.54,69.6
4189,Psychology,15.40,7.97,75.0
4190,Psychology,4.82,7.47,72.6
4191,Business,9.94,8.64,68.2
4192,Psychology,1.83,7.76,80.6
4193,Psychology,21.01,6.29,61.2
4194,Business,18.71,7.08,76.4
4195,Business,2.66,5.67,71.2
4196,Business,10.12,8.33,100.0
4197,Business,28.43,5.35,42.2
4198,Business,13.26,6.86,89.5
4199,Business,17.69,7.97,52.7
4200,Psychology,1.14,6.22,65.3
4201,Business,7.88,5.00,68.6
4202,Business,0.19,10.37,73.6
4203,Psychology,5.23,7.80,100.0
4204,Business,8.03,6.71,70.7
4205,Psychology,3.45,8.12,91.4
4206,Psychology,16.46,5.32,66.7
4207,Psychology,20.16,7.05,80.0
4208,Business,5.73,6.46,69.7
4209,Business,5.39,8.12,94.6
4210,Business,13.90,7.45,61.2
4211,Psychology,2.93,7.04,74.9
4212,Business,13.92,9.44,78.6
4213,Psychology,13.53,8.94,64.9
4214,Psychology,1.15,6.54,88.8
4215,Business,9.08,6.99,74.7
4216,Business,31.84,6.38,61.8
4217,Psychology,4.18,8.08,82.1
4218,Business,5.93,6.31,76.8
4219,Business,3.71,6.67,61.0
4220,Psychology,7.32,7.79,92.5
4221,Business,8.77,7.75,65.7
4222,Business,0.14,8.13,63.6
4223,Business,9.89,7.02,77.1
4224,Business,5.46,7.21,77.2
4225,Business,21.45,5.89,68.7
4226,Psychology,6.22,7.36,89.8
4227,Psychology,29.52,7.20,52.1
4228,Business,6.99,7.03,57.4
4229,Business,10.94,6.08,59.9
4230,Business,7.17,6.88,67.5
4231,Psychology,12.19,4.25,80.1
4232,Business,0.69,8.28,73.7
4233,Psychology,4.36,8.25,80.6
4234,Psychology,10.41,8.24,65.5
4235,Psychology,4.45,7.93,100.0
4236,Psychology,1.38,7.78,75.9
4237,Psychology,11.44,6.94,63.6
4238,Psychology,8.61,6.88,78.4
4239,Psychology,6.37,4.90,67.6
4240,Business,7.01,7.25,100.0
4241,Psychology,40.00,5.51,56.3
4242,Psychology,10.53,6.96,93.1
4243,Psychology,26.19,6.58,60.6
4244,Business,13.05,6.13,98.7
4245,Psychology,5.41,6.92,92.6
4246,Business,6.20,6.08,82.9
4247,Business,11.94,6.98,83.5
4248,Business,5.70,6.59,66.5
4249,Business,4.65,7.36,61.6
4250,Business,5.32,9.90,76.4
4251,Psychology,6.34,7.76,91.1
4252,Psychology,4.21,8.20,74.0
4253,Business,6.84,5.94,54.9
4254,Business,18.65,5.17,55.9
4255,Psychology,3.02,8.04,90.0
4256,Psychology,1.53,6.69,71.0
4257,Psychology,1.87,7.54,78.3
4258,Psychology,2.36,6.59,77.5
4259,Psychology,1.43,8.30,92.2
4260,Psychology,7.46,7.51,78.5
4261,Psychology,40.00,7.38,77.7
4262,Psychology,21.92,6.20,74.2
4263,Psychology,12.46,5.58,66.4
4264,Psychology,0.06,8.92,73.4
4265,Business,5.84,8.34,79.6
4266,Business,3.14,7.05,64.6
4267,Psychology,20.73,6.65,60.9
4268,Psychology,0.72,8.43,80.5
4269,Psychology,9.81,7.46,71.4
4270,Business,8.19,8.74,94.9
4271,Business,4.45,6.18,63.8
4272,Psychology,7.22,7.18,50.7
4273,Business,40.00,5.93,61.3
4274,Business,0.84,7.25,81.6
4275,Psychology,0.04,7.17,95.6
4276,Business,7.07,9.13,84.0
4277,Psychology,9.23,6.30,75.8
4278,Business,3.51,7.28,88.9
4279,Psychology,0.52,5.63,76.6
4280,Business,24.42,7.18,47.9
4281,Psychology,2.80,7.47,75.1
4282,Business,0.19,8.63,77.1
4283,Business,5.51,6.30,63.4
4284,Psychology,13.07,8.03,69.0
4285,Psychology,18.13,5.01,53.5
4286,Psychology,5.48,6.55,67.8
4287,Business,23.85,8.55,76.5
4288,Business,20.15,6.47,57.3
4289,Psychology,11.73,7.13,85.6
4290,Business,40.00,4.83,56.0
4291,Business,1.40,6.98,78.2
4292,Psychology,4.78,5.72,56.4
4293,Business,0.77,6.45,81.5
4294,Business,13.31,6.74,77.0
4295,Business,3.50,5.66,73.1
4296,Business,12.12,6.83,79.9
4297,Psychology,1.22,7.36,80.5
4298,Psychology,12.00,8.33,80.7
4299,Psychology,38.17,5.79,56.2
4300,Psychology,16.42,8.45,69.2
4301,Psychology,0.72,6.67,75.1
4302,Business,8.96,6.42,76.7
4303,Business,4.88,8.99,76.8
4304,Psychology,27.80,7.27,61.4
4305,Business,40.00,7.64,68.0
4306,Business,6.16,6.61,68.7
4307,Psychology,15.11,6.34,82.0
4308,Psychology,34.64,7.04,64.1
4309,Business,1.43,6.80,57.9
4310,Psychology,9.60,7.64,70.1
4311,Psychology,2.95,6.32,75.4
4312,Business,18.03,6.51,64.4
4313,Business,9.26,6.65,90.2
4314,Psychology,29.90,7.67,53.5
4315,Business,8.40,8.19,73.7
4316,Business,0.50,7.04,87.9
4317,Psychology,8.51,6.05,66.9
4318,Business,10.36,7.98,51.0
4319,Business,18.54,8.15,87.4
4320,Psychology,24.96,5.65,72.0
4321,Business,1.30,7.16,68.5
4322,Business,33.02,5.93,67.7
4323,Psychology,35.76,7.76,50.3
4324,Psychology,26.63,5.53,64.8
4325,Business,5.84,7.62,56.9
4326,Business,4.04,6.77,96.1
4327,Psychology,4.62,7.22,88.6
4328,Business,0.78,8.56,94.9
4329,Psychology,3.43,6.34,76.4
4330,Psychology,0.69,7.08,75.4
4331,Business,3.05,7.63,88.0
4332,Psychology,13.65,5.78,56.5
4333,Psychology,25.84,6.75,68.0
4334,Psychology,2.16,9.15,100.0
4335,Psychology,24.37,5.45,61.5
4336,Business,28.52,8.33,46.4
4337,Psychology,3.81,5.96,63.6
4338,Business,1.99,8.97,68.9
4339,Psychology,3.91,9.40,79.4
4340,Business,2.03,8.56,62.1
4341,Business,12.06,7.17,67.6
4342,Business,19.10,5.17,81.6
4343,Psychology,35.95,5.78,60.4
4344,Business,16.07,6.51,71.0
4345,Business,40.00,6.32,72.3
4346,Psychology,7.73,7.90,76.8
4347,Business,3.89,6.09,93.4
4348,Business,2.86,7.56,73.2
4349,Psychology,14.82,7.57,62.6
4350,Psychology,0.19,5.52,63.1
4351,Business,16.66,8.09,74.4
4352,Psychology,3.21,6.83,80.8
4353,Business,7.04,6.58,55.7
4354,Business,10.03,4.49,74.5
4355,Psychology,29.57,5.80,63.7
4356,Psychology,40.00,4.89,64.2
4357,Business,9.89,5.56,63.9
4358,Business,15.26,6.76,78.7
4359,Business,20.06,7.02,68.5
4360,Psychology,11.44,5.93,65.2
4361,Business,3.86,7.76,64.5
4362,Psychology,11.61,5.08,61.8
4363,Psychology,6.11,7.54,78.7
4364,Psychology,6.73,6.42,71.2
4365,Business,7.16,5.84,68.0
4366,Psychology,4.35,6.55,60.5
4367,Business,2.49,8.46,68.8
4368,Business,5.63,8.23,68.4
4369,Business,1.16,6.92,61.7
4370,Business,40.00,7.36,75.6
4371,Business,8.72,6.73,52.9
4372,Business,4.32,7.57,72.1
4373,Business,10.77,8.07,66.9
4374,Psychology,3.06,8.92,69.0
4375,Business,15.75,8.27,66.5
4376,Business,15.04,5.79,76.5
4377,Psychology,2.94,6.88,60.7
4378,Psychology,0.49,6.19,84.3
4379,Psychology,8.98,6.07,59.7
4380,Business,40.00,6.43,45.7
4381,Business,0.88,8.52,69.3
4382,Business,12.21,8.61,80.6
4383,Business,26.83,6.30,69.1
4384,Psychology,8.17,6.71,94.3
4385,Psychology,26.39,5.83,69.5
4386,Business,9.86,8.18,86.3
4387,Business,11.49,4.48,74.1
4388,Business,10.42,6.51,93.0
4389,Business,34.30,6.31,65.8
4390,Business,3.54,8.34,73.7
4391,Psychology,0.53,7.30,76.6
4392,Psychology,8.24,6.51,74.5
4393,Psychology,5.98,6.61,67.8
4394,Psychology,12.82,6.11,60.8
4395,Psychology,7.82,6.21,87.2
4396,Business,6.24,6.43,100.0
4397,Business,5.32,7.16,53.4
4398,Business,4.53,6.92,76.1
4399,Business,17.48,5.46,74.3
4400,Psychology,10.00,6.64,81.1
4401,Psychology,14.66,6.29,73.8
4402,Psychology,18.68,7.18,50.0
4403,Business,2.19,8.19,76.7
4404,Psychology,15.63,6.53,78.7
4405,Psychology,0.94,7.41,62.9
4406,Business,15.49,5.18,64.4
4407,Business,2.67,6.01,53.5
4408,Business,13.22,6.27,76.0
4409,Psychology,9.13,7.76,74.8
4410,Business,8.09,6.09,79.1
4411,Psychology,0.02,7.44,78.1
4412,Business,5.71,5.31,83.6
4413,Psychology,7.83,8.33,84.4
4414,Business,25.73,5.31,64.3
4415,Business,13.63,8.60,74.0
4416,Psychology,20.32,5.75,55.3
4417,Psychology,6.70,6.04,64.7
4418,Business,11.18,6.79,87.0
4419,Business,12.70,6.54,59.4
4420,Business,13.36,5.84,73.0
4421,Psychology,1.33,7.45,82.7
4422,Psychology,6.25,6.64,79.8
4423,Psychology,39.74,4.84,48.9
4424,Business,14.33,6.60,72.3
4425,Psychology,8.33,7.72,58.3
4426,Business,3.86,7.72,75.2
4427,Psychology,9.51,7.81,80.5
4428,Psychology,5.88,7.99,70.8
4429,Business,10.58,5.29,65.6
4430,Business,3.58,6.32,100.0
4431,Psychology,15.55,8.97,64.6
4432,Business,25.95,5.55,81.6
4433,Business,6.77,7.10,63.7
4434,Psychology,10.82,5.69,88.3
4435,Psychology,16.50,7.86,71.4
4436,Psychology,2.93,6.03,55.0
4437,Business,20.89,7.95,70.8
4438,Psychology,21.98,7.20,73.1
4439,Psychology,18.10,6.52,89.2
4440,Psychology,7.25,6.00,46.4
4441,Psychology,1.25,7.93,65.7
4442,Business,9.23,6.90,66.6
4443,Business,23.85,8.35,71.1
4444,Business,5.00,7.59,50.7
4445,Business,2.30,4.40,76.7
4446,Business,30.02,6.23,86.5
4447,Psychology,20.93,6.37,67.7
4448,Business,4.01,8.14,100.0
4449,Psychology,3.77,6.17,77.7
4450,Business,26.29,7.44,63.7
4451,Psychology,0.10,9.26,83.9
4452,Business,1.78,8.97,68.8
4453,Business,36.49,6.30,63.3
4454,Psychology,4.39,6.65,54.0
4455,Business,10.95,5.26,81.9
4456,Psychology,4.74,6.06,60.9
4457,Psychology,2.28,8.48,84.6
4458,Psychology,2.31,3.25,64.5
4459,Business,17.91,9.08,55.6
4460,Business,7.77,7.29,71.6
4461,Psychology,1.82,7.31,90.5
4462,Psychology,3.92,5.77,81.2
4463,Business,5.15,5.99,92.5
4464,Business,21.11,5.99,81.0
4465,Business,12.67,8.67,62.4
4466,Business,0.37,6.45,86.4
